title,Co,series,x,y
y-axis,Leaching ratio(%),75℃-0.5M,15,39.11009168
x-axis,time(min),75℃-1M,30,38.6032806
,,75℃-2M,60,42.87757039
,,,120,44.79790839
,,,180,49.51758266
,,,,63.43579141
,,,,65.30997299
,,,,68.73097646
,,,,76.94837753
,,,,85.87499985
,,,,79.63382783
,,,,82.3301341
,,,,90.40760347
,,,,92.61869647
,,,,94.8435537
