title,Co,series,x,y
y-axis,Leaching ratio(%),25℃ 15%NH₃-9%CO₂,15,0.003132936
x-axis,time(min),50℃ 15%NH₃-9%CO₂,30,0.005674941
,,75℃ 15%NH₃-9%CO₂,60,0.00719935
,,,90,0.008672849
,,,120,0.007618332
,,,,0.007690625
,,,,0.00915011
,,,,0.013266908
,,,,0.017558709
,,,,0.021093201
,,,,0.012365895
,,,,0.014205759
,,,,0.213652417
,,,,0.037061096
,,,,0.046079596
