title,Mn,series,x,y
y-axis,Leaching ratio(%),25℃ 15%NH₃-9%CO₂,15,0.010024842
x-axis,time(min),50℃ 15%NH₃-9%CO₂,30,0.011899517
,,75℃ 15%NH₃-9%CO₂,60,0.014274926
,,,90,0.014129442
,,,120,0.013528832
,,,,0.015662743
,,,,0.018421012
,,,,0.018013292
,,,,0.020887594
,,,,0.021167475
,,,,0.019881435
,,,,0.020483821
,,,,0.041956223
,,,,0.033062346
,,,,0.021848856
