title,Ni,series,x,y
y-axis,Leaching ratio(%),25℃ 15%NH3-9%CO2,15,-0.083791048
x-axis,time(min),50℃ 15%NH3-9%CO2,30,-0.0837927
,,75℃ 15%NH3-9%CO2,60,-0.059180369
,,,90,-0.058926451
,,,120,-0.087006004
,,,,-0.064533472
,,,,-0.05524477
,,,,-0.054932363
,,,,-0.055146081
,,,,-0.037652846
,,,,-0.0384778
,,,,-0.043636004
,,,,0.437772952
,,,,-0.023349038
,,,,-0.025404319
