title,Ni,series,x,y
y-axis,Leaching ratio(%),75℃-0.5M,15,30.78403636
x-axis,time(min),75℃-1M,30,30.48482477
,,75℃-2M,60,34.11858459
,,,120,35.18438033
,,,180,38.62269774
,,,,54.06269145
,,,,56.68448856
,,,,59.51242899
,,,,67.42795021
,,,,76.31262498
,,,,72.48558432
,,,,77.42447293
,,,,86.76260273
,,,,90.70643337
,,,,94.81696612
