title,Mn,series,x,y
y-axis,Leaching ratio(%),0.1M,15,99.07297093
x-axis,time(min),0.3M,30,102.5897514
,,0.5M,60,97.37888781
,,,90,95.82214855
,,,120,94.28318675
,,,,113.7562884
,,,,113.8060617
,,,,110.8724962
,,,,109.6001963
,,,,106.4868349
,,,,116.1383597
,,,,115.4280768
,,,,110.0458483
,,,,108.3676308
,,,,106.3611644
