title,Ni,series,x,y
y-axis,Leaching ratio(%),0.1M,15,99.40230906
x-axis,time(min),0.3M,30,102.0506256
,,0.5M,60,97.42068582
,,,90,96.43182174
,,,120,95.49628831
,,,,110.561056
,,,,111.412371
,,,,107.6334646
,,,,105.9936216
,,,,101.9984051
,,,,112.181299
,,,,111.7805348
,,,,107.7428155
,,,,105.7632501
,,,,104.8773584
