title,Co,series,x,y
y-axis,Leaching ratio(%),0.1M,15,100.5336619
x-axis,time(min),0.3M,30,103.131125
,,0.5M,60,97.37805053
,,,90,96.80423963
,,,120,95.42039018
,,,,110.218995
,,,,112.0209249
,,,,109.0118907
,,,,106.6259418
,,,,103.6790432
,,,,112.0205342
,,,,111.4866409
,,,,107.0396016
,,,,105.3640086
,,,,103.9622507
