title,50℃ 15%NH3-9%CO2,series,x,y
y-axis,Leaching ratio(%),Mn,15,0.019881435
x-axis,time(min),Fe,30,0.020483821
,,Ni,60,0.041956223
,,Co,90,0.033062346
,,Cu,120,0.021848856
,,,,0.008130795
,,,,0.010372892
,,,,0.03376941
,,,,0.019723096
,,,,0.008219641
,,,,0.012365895
,,,,0.014205759
,,,,0.213652417
,,,,0.037061096
,,,,0.046079596
,,,,-0.0384778
,,,,-0.043636004
,,,,0.437772952
,,,,-0.023349038
,,,,-0.025404319
,,,,-0.080327313
,,,,-0.250647693
,,,,1.012092538
,,,,0.004899927
,,,,-0.020205077
