title,50℃ 15%NH3-9%CO2,series,x,y
y-axis,Leaching ratio(%),Mn,15,0.002717573
x-axis,time(min),Fe,30,0.00345761
,,Ni,60,0.003737255
,,Co,90,0.005280864
,,Cu,120,0.008021655
,,,,0.026706917
,,,,0.038069191
,,,,0.047734482
,,,,0.086131569
,,,,0.076559316
,,,,0.680905672
,,,,0.9854143
,,,,1.545352501
,,,,1.952440444
,,,,2.090258596
,,,,2.381106392
,,,,3.406001095
,,,,5.197489686
,,,,7.002820948
,,,,7.526149091
,,,,27.33436551
,,,,31.46182681
,,,,41.95836567
,,,,46.83289078
,,,,46.20824672
