title,Fe,series,x,y
y-axis,Leaching ratio(%),25℃ 15%NH₃-9%CO₂,15,0.008041891
x-axis,time(min),50℃ 15%NH₃-9%CO₂,30,0.010353669
,,75℃ 15%NH₃-9%CO₂,60,0.003000643
,,,90,0.004812305
,,,120,0.001317535
,,,,0.003850472
,,,,0.002652705
,,,,0.006182423
,,,,0.009600866
,,,,0.006433106
,,,,0.008130795
,,,,0.010372892
,,,,0.03376941
,,,,0.019723096
,,,,0.008219641
