title,Cu,series,x,y
y-axis,Leaching ratio(%),75℃-0.5M,15,42.65460883
x-axis,time(min),75℃-1M,30,41.66346206
,,75℃-2M,60,46.64213429
,,,120,49.23339849
,,,180,54.8135738
,,,,69.12272179
,,,,70.64276433
,,,,74.66920113
,,,,84.20082159
,,,,94.21165115
,,,,84.240477
,,,,87.96995253
,,,,94.76161146
,,,,96.22781185
,,,,98.325835
