title,Fe,series,x,y
y-axis,Leaching ratio(%),100℃-0.5M,15,30.89221833
x-axis,time(min),100℃-1M,30,18.85660525
,,100℃-2M,60,20.80018409
,,,120,21.23112859
,,,180,37.6272385
,,,,22.35577082
,,,,34.92681613
,,,,37.08625877
,,,,64.78144171
,,,,0
,,,,36.3214792
,,,,54.94728034
,,,,57.86217306
,,,,66.5984946
,,,,100.3976803
