title,Mn,series,x,y
y-axis,Leaching ratio(%),75℃-0.5M,15,33.38497009
x-axis,time(min),75℃-1M,30,32.69034591
,,75℃-2M,60,35.74693296
,,,120,35.95714058
,,,180,39.36097495
,,,,46.50094009
,,,,47.77512769
,,,,49.40078361
,,,,54.23561646
,,,,60.90775441
,,,,54.16277619
,,,,56.03551904
,,,,60.41708165
,,,,60.31466185
,,,,61.44754243
