title,Cu,series,x,y
y-axis,Leaching ratio(%),25℃ 15%NH₃-9%CO₂,15,-0.014111474
x-axis,time(min),50℃ 15%NH₃-9%CO₂,30,0.067846837
,,75℃ 15%NH₃-9%CO₂,60,-0.03296596
,,,90,-0.059347818
,,,120,-0.008847287
,,,,0.005743813
,,,,0.014584026
,,,,0.121424594
,,,,0.077713605
,,,,0.033871928
,,,,-0.080327313
,,,,-0.250647693
,,,,1.012092538
,,,,0.004899927
,,,,-0.020205077
